id	WT_Rep1	WT_Rep2	WT_Rep3	KO.CDR1_Rep1	KO.CDR1_Rep2	KO.CDR1_Rep3	KO.CDR2_Rep1	KO.CDR2_Rep2	KO.CDR2_Rep3	KO.CDR2L_Rep1	KO.CDR2L_Rep2	KO.CDR2L_Rep3
PLEC	318175104	417349248	372661152	612871616	641851200	499370816	482417184	293806464	389069152	233081920	238405904	278589696
AHNAK	322938816	360916384	317811968	430987968	421133568	466181920	237142640	115089624	125596952	221853984	221518512	288123840
FAT2	1259785216	1105622656	1139302144	1718494720	1700848256	1853849984	798902720	729673920	684190144	3028995584	2891720448	2778459904
COL12A1	2660925696	2696427264	2218925824	3701065216	3054289664	3541167872	3329669120	3405827072	3264926976	3415892480	4404788736	2589548544
C3	44079222784	36857475072	39071858688	25743669248	26214096896	26346973184	33567606784	39213588480	35265679360	45043347456	41237782528	38257614848
FLNA	2765920512	3043496704	3073597952	2340863232	2659897344	2721309184	2291554816	2407394304	2749872896	2824162816	2928914688	2807800064
FAT1	578537088	508197568	493411936	347986880	356027968	386138848	464380928	390905056	388820736	392189088	377303072	370407168
SPTAN1	172774224	208408576	171254304	282040064	322559584	234061536	224456448	171069920	187686528	183725360	189664048	190911536
FLNB	773112256	849800000	887609536	552111936	637203840	592529024	491584032	511683584	592909312	819967616	814445120	787735808
HSPG2	932429312	918836352	830199104	713818944	782415424	683820800	1172624384	1400188928	1347573888	1242821248	1200223744	1116099200
LAMA1	780063104	759224064	691037824	1564665728	1704980864	1688416384	428506912	387158112	363857920	885374336	908592448	808930304
FN1	17127868416	19615586304	15618640896	3758491904	2562028288	3260316672	43673288704	42966585344	50223099904	7418916352	8512522240	6354994176
LAMA5	2094016640	2039766272	1841739904	2345081856	2786051584	2221783808	2078729728	1650691328	1570525056	2369278720	2113424128	2343319552
MYH9	411655328	513368832	346349536	692830464	654105664	690916480	575689152	243500944	395339488	317240288	325678720	425160192
HUWE1	207898528	249818784	223541808	92328360	99251104	112095664	77726632	86410448	89930632	129478600	142411440	148697936
FASN	219297952	272981600	254829136	149029296	178701024	162261264	99303984	128779784	158285280	146742432	149216944	162902080
MUC16	337285792	299765888	312981504	1207264128	1105482880	1134441344	606047744	688200128	605027840	2629294080	2663002624	2446989824
TNC	2989586688	3080315136	2132974208	7561144832	5076236288	7984531968	2216656384	1514117504	1827749888	1844365824	2924884736	1497286400
DYNC1H1	97754040	126272472	101774928	54360064	55430956	43038388	62001832	65060104	73296816	78802192	88072224	66243864
SPTBN1	190502608	224022928	198013936	203190704	220790864	178408640	151556000	103287336	114805008	144767984	129093768	164119184
LAMA3	1338622208	1277425536	1181541760	364910048	383160896	345954464	1301297408	1224337024	1335480704	517029760	487751296	559676608
TPR	75088400	87128568	73172552	149359456	151007728	153757200	51962228	31374852	39653012	54977160	56624800	69420544
AKAP12	160717056	165825280	157685376	277147776	276423648	323930496	80062792	52327440	80065608	204357568	206823872	220090512
PRKDC	108801552	128028368	125514232	24402054	21139410	26011670	38834280	47001924	49862528	61347448	73584384	68499144
PXDN	787739648	744381888	756680512	756852480	891984448	900577280	1716333056	1698183296	1546164608	1524511488	1776013568	1468370432
PPL	85074864	108933024	88515840	197137984	221930560	189627152	128726376	70631792	91355432	108423744	130938944	120475176
MYH10	30958640	60335308	33148428	85852296	71863992	97483384	83007088	18457776	35168688	27570724	21924874	28865564
KTN1	86033248	94698216	91993088	235014528	252351840	182561104	93204648	57023236	69698184	97134512	93388320	123388880
CP	2394322688	2180392448	2226682112	2681074432	2732164352	2546544128	4976100864	5093220864	4039276544	4903695872	4104240640	4037963008
DSP	84166208	95724336	85673808	71024872	69891824	77680200	51615016	37654528	52804236	67663136	74917048	76164200
HSP90AA1	14128821248	14190829568	12920815616	7645306880	7999101952	10624045056	8016402432	9148996608	10207025152	10857730048	11407552512	12900477952
LAMC1	1912998144	1660961664	1501039744	2154206976	2366496000	2224109568	2186632704	2106420480	1957769728	1833383424	1854811264	1792312832
ACTN4	619955840	792188864	677472704	778763264	870449472	671988480	521112096	536918720	644220928	495392416	514628608	515993632
CLTC	550711360	604835200	569805248	805470656	784429632	641163648	530926368	456269952	522868800	476610432	482426208	504261696
HSPA4	691292032	648965888	703136064	994656768	940348416	1160448640	616451264	600248832	703135232	1086158080	1039562944	1258645248
NUMA1	53165072	54576400	51694808	112352504	111658520	82270816	56343140	33841060	38599424	42912936	38225952	58203396
VCL	501094880	521727360	422702944	553382272	629068928	504983136	408898304	368237760	407702624	364513152	374168480	337538272
TENM3	198376448	184043360	186062896	319380800	313919136	338661312	328843456	314515520	289002240	206417888	224307568	206040800
CELSR2	158102240	135879184	135022128	104933376	103464272	99780984	175698704	154483728	134219616	275023424	254386512	255474144
HSP90AB1	2054889600	2193258496	2289310976	955535616	1094494592	1317554944	1068581696	1337116416	1432580480	1307067904	1346521984	1600849536
HMCN1	26570330	31940984	23198008	18277448	18687574	19358268	63339388	51660792	58250936	62254844	70821944	45316692
CSPG4	96606896	87727368	87505312	21184742	21511374	18663762	186488000	153046736	150625856	54828344	51347452	52846732
AGRN	1551034496	1527159296	1471947776	3344945152	3603282176	3286903040	2069704064	1941610752	1824095360	2745143040	2382451456	2520957184
L1CAM	1745771520	1531218432	1923911296	2853346816	2616175872	2763536896	3663600896	3275044096	3322127360	4920837120	4668034048	4730806784
FRAS1	177243696	182379008	189540352	116537832	108247832	112624776	96560288	82235512	74162488	180955168	167516992	161521120
ACTN1	183074672	212047968	196354640	209295136	226624288	173682784	135598624	124129216	153660848	152315664	168710560	160610432
MSN	2722903552	3011859456	2558252288	3883108864	4350455296	4495016960	2441849344	1820289664	2387769088	2330912000	2178503680	2818708480
HSP90B1	1237829504	1429340928	1650601856	1181911808	1265342336	1632400896	794290048	898842752	801748032	1330501760	1259127808	1353032192
LRP1	182230048	156914512	167046976	153328816	145341216	144961584	133252504	139830928	128932152	148467168	138062720	143290016
KRT1	344057184	728103040	402652416	1299147776	810803456	812816576	853587136	472849056	654792448	612368320	417038816	837118144
SORL1	80720680	71803240	67314736	128655288	129271672	127897680	297038688	231629280	238184656	179709984	168336928	157673120
EZR	993399232	1438934912	978379392	2390165248	2672043264	2464651776	1641677696	993007168	1318540032	1221250048	1057675008	1486815744
LMNA	1871320576	1789322752	1700246656	2475394304	2416359168	2875881984	718431808	556808768	623328000	1045414912	1161446016	1256480384
UBR4	49230320	62110376	60551756	19714346	20297184	25079120	16739858	16807744	16132309	32591060	32680690	36225108
THBS1	935084992	857790336	762132096	280597056	290573568	308717408	870271616	861641088	871878336	359833280	407326208	337259936
TLN1	47805752	51263440	51340528	45211284	55022652	45361652	51333632	49129160	58753196	48772564	47307640	47244108
GOLGB1	16901992	18662940	14004073	44080416	45271828	35266200	14837016	8327000.5	13386496	13230221	11792299	17016676
PTPRF	255726832	222860816	225849296	239912032	222785872	229191776	527399296	446088288	458734080	315178560	316140096	280315456
TCOF1	380609312	390817376	303864064	311504224	267775920	319195648	142488672	97780456	124500400	204470848	224812560	238718016
HSPA8	3480111616	4296819200	3380353024	5764702208	6350561792	6275428864	3731300096	3717733888	4503519232	4490505216	3759224832	4207608832
LAMB1	559300736	605810496	530587584	888500352	959481344	708321984	940143680	593969664	643672256	481131456	418958688	555139648
DDB1	587268288	522229664	581472576	483637888	528125120	602108544	364899072	404319104	422147744	471822016	460692896	512913632
CSE1L	813054464	935659456	823159296	366102432	359183360	397507232	494870592	569172224	569976000	409879744	406683648	465364672
COL5A2	492746144	434997632	360701920	694278528	602217472	628915968	46316612	23248634	25638464	199634912	187754992	188438912
ENO1	5878849536	6387837952	5539699712	4865960448	5709639680	4597910528	3920695040	4505419776	4996187136	5251537408	4900908032	5026277376
EIF3A	129191744	131511744	118087712	129999040	91301552	152709120	99671832	67313936	87382784	82132016	95968776	94907544
PKM	2377504000	2298772992	2527270144	1201413120	1297801856	1298706176	1422116096	1768278144	1871217152	1326584576	1327020800	1457022464
RSF1	96839112	104787752	97128848	130119896	133112632	164409728	55405608	40610496	49260256	88468016	100657880	97892096
NCL	9354756096	8205641216	8208534016	8385666560	7998298112	12070233088	5584719360	4939554816	5563167744	5998594048	6964189184	7058573312
PDIA4	492990176	573347520	566850944	793449216	914697536	905460672	592821248	506228672	546051264	533697696	454310880	517339040
HYOU1	293698592	298529280	287931776	378476064	349652160	423268512	307889248	293603936	298521184	336857568	313044896	292148992
FAT3	44552388	42355080	37250132	37420216	35122368	40145552	17975012	17965570	18722916	39009984	39970172	40093712
TFRC	781574208	705330624	724025280	1952425984	1946930432	1875786752	1022958720	791290880	880341760	802140736	736140928	776416704
SF3B3	185758608	182236080	197670784	97646576	106968784	130864136	95890976	115049008	125681760	146317840	173837568	159486816
LAMB2	199285072	232397984	205234656	358483904	395274272	267128096	183385104	139341488	158394368	211013312	187454736	215324944
CLIP1	76315520	80805688	76332176	85565944	95518360	98152368	63387768	58500360	62352176	70745912	80483360	77774456
PTGFRN	462122336	406910816	375093216	198910176	261811904	217249584	279577152	233504672	232002736	271047328	297199392	269764576
SMC3	69551808	79085088	69689800	40593616	41492304	54880012	56164856	44383468	56585540	67627240	75636440	73483208
MAP1B	68645184	75647816	75297512	36452088	28611628	31844546	25563192	19195302	20720836	32487090	32903632	31367120
UGGT1	51004804	70411128	54584636	40044244	46335884	37219716	34067404	39550860	37624676	50844816	49247220	41613996
SUPT5H	101080728	110535112	170620496	72297688	79374424	92614584	53896220	112827160	43757300	106078272	135676768	137903552
LAMC2	302463200	285714528	260559312	273890528	274220448	267510096	192338896	147226512	160772944	168584016	188775952	176759632
HSPA1B	540923712	694118592	561610432	735248128	775407360	704308032	501323264	577768192	693804160	720232576	642092416	615809280
PTPRS	181002064	152300192	152738208	194254176	208399040	215862960	478597056	533553344	483714880	244600096	255194848	221714896
SPON1	12085672960	10196714496	9702163456	12155789312	14008034304	14533622784	9769072640	8904530944	8894694400	9905714176	12939575296	10119929856
VCP	199688736	241082944	228387712	263894320	291204064	225632960	177125488	165430432	190496704	217232736	216139280	232322240
CLSTN1	4256705024	3574312192	3552987136	5118546432	5635665920	4755278848	5189696512	4995722240	4653144576	7198526976	6222856192	6913845760
TRHDE	1046400640	878737600	930533120	1128154752	1027705536	1081608576	606292864	509811168	510987616	1092525184	1003600576	1138540160
XPO1	186688304	212365520	204403040	88484192	88397992	102682952	173251200	211216992	219743424	169001312	166381952	168526864
MKI67	30815048	29542090	25996824	17028276	16643928	22926950	4104671	2192137.75	3742418	10740416	12659726	11149904
HSPA5	652789824	843209408	769193792	1348303616	1435385088	1335351680	766040576	649641984	689955136	713823936	595899904	683262208
EPRS1	83076544	97158576	86030064	40954104	40634112	40113904	39980944	46819040	54250776	47854296	47506084	50580404
SMC2	34665436	40688756	32014266	12631412	22803106	19712492	12649726	6899345	11212243	19478270	18594826	25581926
SMC1A	81654256	104063664	94845136	44951780	48211452	59702968	48734972	50982704	53085544	71802432	83322088	77968840
NASP	162629584	209363840	171133840	319914976	333592992	337021248	107337032	84334416	111991680	168908752	160700336	193990848
SRRM2	115726408	124083752	126225168	125914608	130345944	185207744	74661640	51125148	71221744	84937040	98912304	94464736
CALD1	410094240	380169888	376550528	268091760	225072560	314990016	86367104	50612404	76549272	224568896	248753872	221929488
EIF5B	225958464	187172144	167425632	217083808	157557104	224453216	167224160	120714712	153957696	129737464	121578392	143825104
UBA1	86198544	107744960	97687680	73470584	77946112	66515452	67541904	88912928	83566032	65602324	61436252	60655844
EEF2	345086400	385548608	350978688	277970208	313873056	275325696	255573232	335209248	327923008	221216816	226679248	246188336
PRPF8	29132214	42784840	36742124	14391743	14569185	14656770	14443580	19249578	19179582	22534628	22699270	22712718
RDX	52235824	65210548	49591904	135153280	150334560	139607584	72323112	40636516	54740340	72964464	67031212	97671720
NEO1	148039024	125740576	123525104	215279936	184007568	218637296	200338528	178141040	172396672	219685632	202835792	191959856
NPEPPS	219366656	238023296	232848704	165122384	178591744	154887936	145953648	172291984	177511792	154711040	147281440	168872704
PYGL	64982260	91006224	73984384	53351672	48075904	36207924	36984620	40742892	41499688	26979852	31154442	29476200
SUPT16H	226215056	246881872	230661792	167396800	193249984	199615472	144497696	145947280	165448240	149124112	166471360	160406192
COL6A1	391939424	355666656	381735680	359682848	355963872	349500928	433675872	441251712	379544000	428708608	380481312	360440000
GANAB	145806032	202487136	175914064	142439632	167006320	157814544	130850728	141869792	126319360	144662704	141902208	121912400
P4HB	267996720	380911168	304630112	540609536	616792512	518790880	321931392	308991232	326865344	347527360	339966240	292346496
PARP1	93940872	133643936	102908128	79626416	82168376	77408688	45353964	48877996	63337792	65511220	70847456	58823632
XPO7	113079576	111952680	148701104	154838512	157184608	170277200	104704080	122506552	118289784	122855920	141928192	153136096
ACLY	93901640	108987488	100068840	89644688	80026304	66014264	81086056	57209300	61147052	103501624	78517120	117813824
WDR1	982465472	1011473408	1069776192	379529344	433336160	501018144	663099200	914644288	862575040	836206848	761870848	858343232
QSOX1	942321344	1070443968	938838784	1044588928	1201083392	1021859968	752820544	642255552	708885824	687216832	649954880	670158592
SSB	252267952	322008704	280581312	269599200	323996256	383194528	207911424	146136224	185853136	219902400	212725424	291410656
CAPN1	299257312	346476704	329227104	178954880	181629872	187442848	299986016	420120960	382230688	316809600	302915680	320381536
TOP1	193851008	168093184	172801984	201152320	161068080	196619968	133088320	115048664	135792208	116216848	104966848	121473296
CAND1	102765424	133974632	125222480	81610552	75968816	64750300	68162696	77414992	75098064	99013704	92142424	107977232
CPD	73629688	64744956	75912744	49072644	49024036	49526752	86505608	129295400	105440152	38950268	34830340	39535576
DPP3	190814544	249379232	204542656	214821392	269694912	238870256	132419664	151374304	182017408	243842848	229163440	237498144
PTK7	528314880	458952032	488335712	463799520	468704192	458411040	941816576	827673984	816781760	524578144	515217120	538758656
LRBA	37067684	48408576	40666728	11692180	12170299	14065527	12615482	13597767	15122774	14466384	17367848	15739180
TJP1	74742136	81145488	75389632	63996812	73614840	94642520	35136352	28293450	33482146	41675828	62737724	54182248
MYH14	18564186	20297890	17991754	29723958	25406160	30295216	12446674	12921082	9213307	10350808	12541235	13987888
HSPH1	132910472	148765840	155888672	122818192	143330048	159914064	69008416	68797976	84680792	106361456	110435592	129420568
SNRNP200	22092230	25297276	21889954	11942173	15724721	13517376	10122974	10603909	11171390	12823984	15007229	13664698
CHD4	66815124	73105688	69274848	45432156	45055348	58872436	33854808	36295220	40437860	54453416	63124252	58630896
LNPEP	170330064	154693664	154544400	138858944	123197904	128322120	52637044	52188336	52136936	178762752	169081808	183314928
ANXA2	323331840	404809856	332892992	434828288	451024064	359122208	346932512	256544192	335382944	211415456	256747200	234658160
ERAP1	86386672	81913120	89239896	58505324	67442752	79343344	86146280	104779888	99800160	66365260	63864068	60406452
EPB41L2	112996632	122068792	126397192	66510728	62018952	76110272	35697872	25186098	38824764	50957364	60492968	50534220
IARS1	45898364	50020044	44461656	12784019	12094128	12101121	15968892	20351366	23128808	20806122	18487608	18846190
CALU	849469120	1375751424	1143597440	1431587200	1389835776	1225545600	1422624896	864262272	907743040	902089088	768411904	792336128
LMNB1	139339344	131515760	136969408	208637296	198261632	247678672	79540536	72950792	82517712	167806544	190103840	159499760
LMNB2	100384080	104669696	94499952	99940720	93967608	114886280	66005164	68021568	73478224	82392080	86703160	76392680
PLOD1	357711520	433499424	327875840	342136320	388983040	276473568	252757072	261600496	259254992	270400960	265698416	231993248
STIP1	101296888	113955200	94710464	124094832	129717760	105576696	71082192	58013388	77272288	59625168	53084776	71738144
COPB2	93210832	98707192	103491768	55411264	62086836	70858232	56484148	67787216	72028040	73246912	64443360	71306928
DHX9	59362208	82558224	72331784	41676708	43522872	39172164	33137858	37195552	42698932	38808324	42132912	42290216
APP	3082215680	2945108224	2648779520	5150020096	4883296256	4557649408	3716673024	2500512256	2737207296	2717821440	2378671616	2797143040
MANBA	305738496	265844480	258926032	250369856	231798592	243590416	215558896	197133088	171523232	162876544	145810112	148454112
SUPT6H	14410540	19039028	22838660	17610018	16882898	20138624	8777516	10784581	12510562	10078681	14659390	13199420
LRP4	17111550	17541672	16712842	10319580	7721198	10128937	33477790	26597282	27757244	16448612	14286746	17876124
TOP2B	41868000	45870224	36246492	32958062	32382382	32626326	43329188	33830356	35624748	18705114	20523188	20586244
CILP	93707408	84702272	79609176	353922784	361110112	367439808	37250100	27902730	22417396	197974928	218794944	167509280
LAMB3	83244144	74975240	67869880	35416016	33433094	24664150	52529980	36714708	40754868	25402576	23576946	22450672
ATP1A1	112632368	131482952	103003712	92537584	118173936	101300544	87010016	84915976	85600536	84433480	126848024	89970680
KRT18	699735040	917253504	699810944	763668160	820426112	778117504	599152320	553880832	754168192	677826496	820732352	589946688
USP9X	29495706	34145172	36597208	12786874	13713129	16520733	7437614.5	9081060	9050542	19671152	21577286	23540748
GAPDH	7288563712	6955981312	8475957760	5409243648	5201584640	5444242432	6840569856	8826671104	9001080832	4257023744	3600923136	4296759296
MAN2A1	58128132	61189704	67231840	59770404	61064900	66729224	33192838	32388534	39813352	62279084	70388760	62477424
GDI2	216740208	230792928	227408768	219473584	227480448	199115168	170909136	190122832	210401424	177725792	187213184	180136096
NCAM1	374184512	313457312	330174880	569967808	541094528	564902528	733532416	570098048	620000320	1198498432	1118693888	1085504640
CALR	1160651392	1233419392	1306800512	2279228672	2259786752	2881168640	1591569920	1441829248	1356275968	1310863616	1272833280	1376017024
IQGAP1	22808866	27965144	25948354	23841466	23306844	18976894	16135662	16216174	19392274	15990590	17933902	19379644
NUCB1	120476648	124582944	89932248	443797056	435984384	294771328	174832112	108411416	128447208	132638496	117374704	138072816
APLP2	351988544	348709216	348707840	771402432	734897408	833234304	1081619200	923058624	986915264	605744576	602361536	608082048
CACHD1	39305272	35435732	38396400	48684756	52830044	48681456	146592672	137578160	127706832	81491160	72535344	71407040
SMC4	35364388	40494760	32696190	20738158	24960012	24439446	12451153	9612753	15099691	20901048	26079662	27533280
SF3B1	41045148	48484756	47534376	37196800	34164964	31522628	25553534	26565692	31019674	35869040	39815396	36826160
PGK1	524218112	539001152	513221280	638025344	705743488	571772864	422316224	437414848	456734464	517577408	478248384	498679008
CDH6	1109959040	932126976	915508352	5267676160	4319718912	5050600448	1094142976	900526464	914968384	5700299264	4940179456	4767076352
CAST	103189648	114171776	106840312	309839616	310018240	352112480	86427040	55867360	66104724	197043712	202060720	249925664
CKAP5	19004342	21647100	18157750	8354320.5	6030723.5	5276027	7150033.5	9128671	7409233	5015288.5	4888285	6394724.5
IGF2R	83172448	68541616	73199008	70126584	77661848	72666760	52132656	62573584	60673516	64912804	62452644	60903836
IPO7	95993944	116132216	118510760	43334460	44317752	52255904	73728496	83618920	83080944	78337360	81250408	88632448
FKBP4	128824672	160000880	137623216	88515352	108576784	103331792	88124120	97213528	113586672	76576352	85215840	72447768
NRCAM	50892168	41596692	42678508	147106320	134014256	127069896	220138736	178826272	191966112	49853724	45844292	57406560
AFDN	17034600	21464152	22209046	10491241	10455136	13193341	8158973.5	4132123.5	6540459	9107453	10303029	10042354
EFTUD2	53397920	68323640	59263108	37214224	45110016	36461364	28501416	41663676	39251456	39477720	41564784	42118892
CEMIP2	60601736	66035576	66201368	15981489	13467304	17654972	15153474	10979590	14367015	15396335	22191556	19458874
ALDOA	540548928	587514688	534637888	678843264	749898752	610793152	452783328	437893600	546390464	444801760	399633472	478023072
ACIN1	82614952	85658600	74385432	76564192	72969112	104163192	44172236	24209764	37637288	45049632	63074180	57217556
PPP1R12A	255231328	275220864	238902992	455050176	429317312	425875392	262514672	238674592	317161504	335777120	295013952	334198080
CAD	26002148	27544154	25515688	12821767	18794558	14493376	11315972	11634943	14769633	19615862	20793150	25012152
CCDC80	81725664	83842680	81897064	38318420	39159308	47455912	160824528	146314080	142375248	38106784	44687452	37377784
TKT	433263584	403499168	382961120	567242048	634389440	491754464	434949888	384150368	455127360	411672032	469683648	455664928
VCAN	204835376	189084096	178231280	428758944	438126656	403221504	71937896	53437564	51252756	154865808	151616896	154039728
GSN	394326240	474279936	408094848	450236608	533507488	529863648	272337760	297755136	312804832	451484320	446249152	433042720
TARS1	70829456	86233848	77726488	96365520	101904432	86091624	68355456	67988208	83237488	72200176	72030776	77511424
CGN	18296166	25871866	28922176	56627072	61773836	67366976	28690604	5894331	11598824	12841623	11729203	28929702
PDIA3	509234528	647416000	561778368	1024297152	1186091392	1040449856	580176064	444097760	500301632	633292096	589513408	599265472
ROBO1	62804936	54219624	58205088	74137800	68511824	73377040	113218032	92273072	82450720	94430200	97987016	101189624
EIF3B	113859624	140916096	136320352	102168312	99265304	119242896	75845328	92822320	101612784	99065904	103683880	106585192
CAT	84231208	92245368	77485216	81517648	98324864	88384392	66221064	58701464	58006240	69799136	71429232	68395248
ILF3	112106232	187724672	161975520	200177808	223560304	191073424	116415776	106545352	120916728	168785344	168988400	152603616
TOP2A	33019588	37025268	34782168	20407352	17108944	26881858	10190803	9248868	14216409	14317584	16969858	13234783
PTPRK	226609088	189689312	185710288	269035872	251634064	260889856	470781056	403659008	373583616	807061504	748078336	720423232
TP53BP1	25005896	28289566	23760920	28288826	30490312	33179164	13322947	8198018	10784301	23570790	26906554	25803292
PGM2	115434936	124236808	106086568	62988360	73843920	67591496	74760152	94907848	102820984	100304848	91891552	89296232
PREP	116796472	129236864	134155152	96265472	101230360	85280592	112344800	89301288	102745000	114309696	113342456	95935664
EPHA2	51008460	44828676	40824840	32705084	36332364	34620324	90144656	88183352	91545384	49240052	47197316	48127228
PLOD2	83603800	83516112	78333976	58763132	75151888	61528232	173827568	183420288	170330688	70315848	57664012	71156288
RRBP1	20085966	22576826	19751050	42227116	38010720	39039284	19954018	9440965	12930404	15380608	17441128	19162656
NID1	253926368	249981648	247627104	132801712	128936448	125487584	267405872	250862496	247696960	52990028	56903460	47724568
DSG2	403918112	269452576	269130272	284242912	259045184	258555248	372116512	287097216	320120160	610766528	532443008	546315584
YWHAZ	1584606080	1559790080	1578145280	2633160448	2837746944	2021474944	1701060480	1462477696	1635085696	1281439616	1218199552	1578386816
MBTPS1	33464198	29856278	28266676	40001200	45568172	43694876	29835692	26542704	23236664	55532856	55369956	56160780
KPNB1	44844484	59110972	59461144	91518504	70252272	56292816	48433560	49898524	45096428	47784972	41716088	53234976
ATRN	111055912	81998752	85980800	273450080	239425888	237940320	135432752	119229056	98871944	184210384	162114912	182125728
NRP2	25272038	24694712	25615926	20025032	20962586	22801712	78423240	67917432	76900792	6575396.5	6893936	7337854.5
HTATSF1	32562784	29408694	26273774	58350260	54740192	64697656	36015512	35587024	35886228	35714852	38640556	38068148
DIP2B	17652468	20442902	21889366	15434896	19683374	19958846	21435594	22678926	24001740	16399741	21832796	16907920
LSR	379825760	392582304	345495296	1018570560	800580608	946385024	563934080	470398112	502580032	681094336	612531136	522993152
CSDE1	56072632	59619024	56014944	24685614	27998770	41810100	21772448	23212418	25570284	27352360	34974676	31824736
ERC1	16287831	28310692	16091056	37335788	34420948	39947604	19448656	1820876.625	7342440.5	8364832.5	7828047.5	15487102
GMPS	62383224	67839448	74273112	30519920	34096760	36045124	33463816	47517852	45043164	44476480	47046460	48272880
COL18A1	202680608	248962976	234650848	498499680	610864192	641487616	387015744	426721536	381876608	326592000	466492032	301599008
GPI	420119424	460305248	426419808	464537696	484449728	380589472	351729440	363935776	357680928	317812256	312775936	331857632
BMP1	122915808	75490184	97721968	86353520	90587032	91824728	82105272	76854272	71734936	202005776	226508704	176535776
NCKAP1	46579508	55923332	46733364	33563812	33163608	33339758	20093700	24782380	24099502	48586324	53912376	48269008
CCT8	132226504	151536896	144498416	94198720	99561808	96548176	72481104	85256376	92211112	105320008	103406080	122345184
TPM4	191510832	244539488	229505344	520866016	525316992	390250944	200947056	134011720	188759712	157200944	145726864	201194544
AGL	34164564	40610724	39614740	13981943	14084974	13071706	27885450	28423632	34482896	19231974	19787552	23305884
PGM1	75353232	86925008	85647240	38276216	43651040	36324060	49110960	91681800	90632464	50102884	43535992	41428860
EIF3L	98511096	164195408	116971352	149501440	83119832	82208424	100066888	77388888	86673552	95535656	94664256	99098728
ARFGEF1	16669521	21124256	22090990	6514593	9391677	11090268	7699486	7385742.5	8699127	10341330	14617496	14727183
COL4A2	447229856	401109504	357899072	445364672	372584448	500243904	157755600	129403576	138803056	163194240	174640624	147322160
GALNT7	74517528	80254344	55907748	91179272	104676472	74019960	46155880	43796088	38971012	60022936	54999204	54550140
CD109	48117016	40285084	36992828	44594516	40819492	38833312	81199960	71988464	69362152	97388064	98659720	87357048
EIF3C	106941680	107287392	101286088	55007724	51473948	61912744	49388912	47143616	55105572	51904076	65237740	59063312
LTA4H	98204744	105454840	105430328	112876832	126981272	108456432	64403424	74090560	82022696	90115240	94020144	102111144
PLXNB2	46833320	40582592	45379372	79709608	73261392	77442888	43167452	44789800	40864248	56715416	55670604	53691820
BOD1L1	14782186	14797391	13285602	9796476	12134030	18248388	5595546	3717055.5	4730613.5	6266281	7923372	7543471.5
EML4	49737488	54197220	53944900	26884878	33789460	34969736	29627964	36167748	34092340	35553832	39166744	34606256
GDI1	30252918	34446588	35511364	50316712	54521448	48888372	36901100	41571780	42505832	34534380	33705384	32990250
VIT	2957114	3298758.75	2329742.25	219464448	190678528	225735152	39796336	33022444	28072200	179495920	185230288	167391328
AEBP1	49755036	52376700	51869132	25987224	25784394	26789500	21507524	20862804	19892520	5476375.5	6292669.5	4325282
SLC3A2	145424144	212257920	164035904	139626240	166546096	121475552	241248016	155495872	177396960	122914448	127634232	125760152
COPB1	41411268	50966508	49510292	20982306	19036922	20721200	24239562	29746592	32371030	34652176	33281718	38113908
GOLM1	227591440	205874512	181507568	710694400	692804224	681217408	291488896	185829616	196401312	495144512	421916672	569914112
LDHB	1605047168	1595738752	1645409664	1296294528	1375442816	1312907392	755728064	765235968	891177024	954139584	899419968	1112777728
PLCB4	34931164	44022244	40123240	6325828	6585083	6863943.5	7278558	10075355	11089754	7224460	7396157.5	8712054
HNRNPA2B1	335269920	516142208	442082400	253032864	222291840	292858016	162540048	176873600	219794144	183350992	232544272	177350896
PAM	76918384	77696104	65228812	68239096	66253104	72164512	61906716	58469360	61187984	104133000	106037256	93019752
TPM1	86957576	96965208	77584712	102401120	97568560	75254448	38658252	23022884	30940476	39316684	36685716	49758672
XRCC6	44715884	69965824	57001024	49001784	52803084	45902928	24751126	27316124	31869728	39265900	37672408	38309320
PLOD3	81231184	109367592	88791976	94254104	101989824	79531416	76583880	64908520	65044156	75265488	65800876	68434680
PTPRJ	173363808	148428288	137999056	137514448	128989304	145180880	117247176	119118480	117550192	81668864	77106832	83074368
HDGF	528557824	720485440	675302464	700289664	684607488	714514496	442081536	317822048	393075552	442187168	397117888	502796800
CNTN1	9998935	8974607	9414692	41554120	36824864	40609392	4119649	3449314	2553700.5	59014232	54426076	61027036
RNPEP	40108812	48060068	46847636	48989732	50539080	43434564	37518984	38285032	42958344	34033852	33335458	34940536
EEA1	5516149.5	5300582.5	3802406.75	16610093	17455288	13982850	3798540	1098277.875	1716536.5	6879567	4885971.5	7780827
HSPD1	171152016	224765392	164187280	148158000	211700544	125930608	137183696	117173624	119617760	132157600	123654336	113407352
CFB	438084832	425943296	506495136	146667568	169322288	132425704	202513568	236751392	213980096	226973360	188498544	194732032
NDST1	27268974	34823820	26561874	47470464	50826360	39956396	14764764	12036380	12193583	43166548	36687368	35359924
DAG1	256888000	230983504	218842976	273862688	271115840	251614128	667617792	547190336	547256256	334507392	305874528	276337440
SF3B2	75901856	69365416	70059248	64205076	47780800	76018904	44960756	25815274	35802820	41972352	62054028	51994812
ADAM10	156268128	145391968	133402696	111929176	122289232	112187416	197146736	189338960	169851712	132911320	119549496	118671824
CLU	1392582784	1689348096	1482831744	3269114368	3208961024	2781448960	2737044224	2714232832	2292321024	1734979584	1511643008	1615963776
